NM_BAIRRO,POPULTOT,AreaKm2_p8,DnsPKm2_p8,geometry
Humaitá,0,0.25612574,,"POLYGON ((-51.1899549399475 -29.9809121857685, -51.18570456956851 -29.981960338976794, -51.185725837760195 -29.981993838121404, -51.1859358429366 -29.9823175246495, -51.1866942065843 -29.983179203241903, -51.1889578375382 -29.9856929342308, -51.191508270690306 -29.988496800059597, -51.19118000116669 -29.9886876944597, -51.1913950124488 -29.9889417858186, -51.19196174837761 -29.9887235600969, -51.192711916748394 -29.988444745236897, -51.192544295526396 -29.9881442366078, -51.1923721667502 -29.9881409200801, -51.1921524073498 -29.988136685819196, -51.19172975776429 -29.986689760173597, -51.1917141119684 -29.9866401477853, -51.1915627185095 -29.986148559609997, -51.1906834592422 -29.983293525701605, -51.1901326362605 -29.981474966418002, -51.1899549399475 -29.9809121857685))"
Bonfim,304,0.01348258,22547.61329063,"POLYGON ((-51.2140594212748 -30.029623985138297, -51.2133346601861 -30.0302945207639, -51.213469948238 -30.0310913625971, -51.21434073564 -30.0314815392991, -51.2140594212748 -30.029623985138297))"
Rio Branco,339,0.05930566,5716.14918374,"POLYGON ((-51.201312717529795 -30.029774856645904, -51.1995403463956 -30.029712583040205, -51.1997959557879 -30.029948637947896, -51.2001605820428 -30.031272882229597, -51.2000964384065 -30.031867694460995, -51.199721615787695 -30.032180510755698, -51.2015141766546 -30.0318402660438, -51.2030049808096 -30.031532950228797, -51.201312717529795 -30.029774856645904))"
Rio Branco,306,0.05811506,5265.41657188,"POLYGON ((-51.2016398117545 -30.036114118066195, -51.1990302801915 -30.036578063355, -51.198675736378796 -30.0366410972473, -51.198790846509596 -30.0371499053474, -51.199498328125 -30.037201178460002, -51.199581486711 -30.037528508375903, -51.1995913753467 -30.0375674321533, -51.2004521241481 -30.037497539681503, -51.20102855843431 -30.0393597262776, -51.2019901380114 -30.037410361259298, -51.2016398117545 -30.036114118066195))"
Bela Vista,910,0.12285664,7407.00706124,"POLYGON ((-51.1897154956783 -30.030762199602503, -51.1896505368137 -30.031505912514803, -51.18808263280639 -30.0310919846861, -51.1870573789708 -30.030821316907904, -51.1868871910934 -30.0328908027712, -51.1868728173638 -30.033044946717197, -51.1886394927029 -30.0337878558104, -51.1896567484689 -30.034218669931303, -51.1896165112391 -30.0337864540764, -51.1898303966547 -30.0339052697, -51.19018534038771 -30.0340247839863, -51.190658395231004 -30.0340773452071, -51.190677059067404 -30.0340756588523, -51.190717748415906 -30.030956822767795, -51.1902977284674 -30.030968021665696, -51.1897154956783 -30.030762199602503))"
Moinhos de Vento,0,0.1267902,,"POLYGON ((-51.20098085234869 -30.024948573826002, -51.2000818716853 -30.0258101322994, -51.1998774209298 -30.025586968905596, -51.1998308879443 -30.0251385211539, -51.1985665434636 -30.025048750580297, -51.198421602241 -30.025716413760396, -51.1983630622375 -30.0260043838122, -51.1983250910727 -30.026205687567398, -51.1982871719319 -30.026433162312497, -51.198203050709 -30.026895343810605, -51.1981495079414 -30.027089451292095, -51.19830308035979 -30.027129830669402, -51.198595662840795 -30.0271889519972, -51.199058387038804 -30.027275791851697, -51.19956472666839 -30.027390540037192, -51.19970366220981 -30.027888482584007, -51.199966860951 -30.028290576707104, -51.19997309998261 -30.028298689300797, -51.200294412394 -30.0287169386811, -51.200332577094 -30.028756588016396, -51.2021304142876 -30.028858431806402, -51.202201631940895 -30.0271609089823, -51.20114718917701 -30.0262817299022, -51.20183339987291 -30.025618320198703, -51.2018053923727 -30.0255957635028, -51.201131250675495 -30.025067054877603, -51.20098085234869 -30.024948573826002))"
Auxiliadora,389,0.03176988,12244.30183558,"POLYGON ((-51.194310248348295 -30.018831404364704, -51.1942098802815 -30.0196699700154, -51.194174880815794 -30.019962387222304, -51.1940664883466 -30.0209524868565, -51.1952261495614 -30.021096065200805, -51.195234743467 -30.0210266180403, -51.195374183279604 -30.0198053629765, -51.1954813598426 -30.018866678982494, -51.194310248348295 -30.018831404364704))"
Auxiliadora,466,0.06304712,7391.29717583,"POLYGON ((-51.190785124914306 -30.022289415842494, -51.1907188411359 -30.0223309535245, -51.190487821477014 -30.022458533210095, -51.19010761766301 -30.0226482585091, -51.18970247775341 -30.0228504271557, -51.18935111225849 -30.022970313753696, -51.189216410400896 -30.023016274292498, -51.1890878042646 -30.0230330239183, -51.1889185635959 -30.024349880814, -51.18894620016619 -30.024352290474102, -51.1905176503331 -30.024497146592697, -51.1921915357404 -30.024651445181394, -51.192363966693 -30.023288721575796, -51.1906912931832 -30.0231080044567, -51.190785124914306 -30.022289415842494))"
Higienópolis,982,0.06019977,16312.35468175,"POLYGON ((-51.180593198835204 -30.0172977932321, -51.1794818600871 -30.018056468341, -51.1783571146581 -30.018854670722693, -51.1782729027291 -30.0199045263936, -51.18043139076101 -30.020697127250198, -51.180593198835204 -30.0172977932321))"
Passo da Areia,497,0.06202721,8012.61252924,"POLYGON ((-51.169543389762104 -30.017012126907, -51.169222770691 -30.0199390105911, -51.1681297090963 -30.020681770651997, -51.1683754617674 -30.020918285766196, -51.168668025855006 -30.021202252555497, -51.17057762120059 -30.021422593189097, -51.17073412386159 -30.020168993148, -51.1699708498865 -30.020160052034097, -51.170359809274004 -30.017173323109898, -51.1702052590017 -30.017152776474997, -51.16964303427831 -30.017054230936903, -51.169543389762104 -30.017012126907))"
Passo da Areia,890,0.10850985,8202.02036958,"POLYGON ((-51.167825379639 -30.015939227460404, -51.1677522885477 -30.016268807430798, -51.1672978331071 -30.0167359529746, -51.166999410152094 -30.016736331134002, -51.1670122589528 -30.0177335256812, -51.1670119966602 -30.017754257132797, -51.1670021883226 -30.0185295020701, -51.167476181107304 -30.0185740237337, -51.1673894987671 -30.019444098437404, -51.167265823638004 -30.0207211986177, -51.167238638089195 -30.0210019233649, -51.16729275559359 -30.021115563773797, -51.1673923634618 -30.021146120785005, -51.1681297090963 -30.020681770651997, -51.169222770691 -30.0199390105911, -51.169543389762104 -30.017012126907, -51.1687806657425 -30.016689843692898, -51.1681349986486 -30.016303515835094, -51.167825379639 -30.015939227460404))"
Boa Vista,454,0.02087641,21747.03409255,"POLYGON ((-51.1761403095457 -30.019059068173203, -51.1761248138632 -30.0190970101502, -51.1731755783175 -30.022111497667296, -51.1731089210189 -30.022165133954005, -51.1736211665626 -30.0223585894163, -51.1738555221818 -30.022447096530097, -51.175383329376295 -30.020266674534096, -51.17621410370379 -30.019087693529197, -51.1761403095457 -30.019059068173203))"
Boa Vista,366,0.04957007,7383.48765697,"POLYGON ((-51.171679255856304 -30.0188592580374, -51.1714890879581 -30.0203609762251, -51.1719865806583 -30.0206050553968, -51.172409955148794 -30.020756114652798, -51.1728011857656 -30.0209090195657, -51.1731739205071 -30.021159412472798, -51.1734911656563 -30.0213500600409, -51.1732500974142 -30.020835331950597, -51.173990987631896 -30.019309211555804, -51.174491591982004 -30.019149718487895, -51.174581922451594 -30.019099542190006, -51.1723590609558 -30.0189151775687, -51.171679255856304 -30.0188592580374))"
Três Figueiras,665,0.33661059,1975.5765854,"POLYGON ((-51.1745548637042 -30.0279310854734, -51.1743293593939 -30.0283549451591, -51.1736824071709 -30.029663451061797, -51.1735025665931 -30.0300192536579, -51.173492566882004 -30.030232245327497, -51.1736289269099 -30.0305154355442, -51.173965642927094 -30.030904850658395, -51.1749435580364 -30.0320180839103, -51.1740528274471 -30.032718662271602, -51.1744737121364 -30.033192795178604, -51.1749255146978 -30.033720296708303, -51.1759599391588 -30.034928037726495, -51.174843440155 -30.035832876131497, -51.17356435367441 -30.0368949455032, -51.173459905936504 -30.0370728656913, -51.173405379347 -30.0374085996406, -51.1734034655576 -30.037420383324005, -51.1740916738816 -30.037725406998096, -51.174367734783296 -30.037850456059697, -51.174519782849494 -30.0375759366865, -51.175001244075894 -30.037096097356397, -51.1756538602075 -30.036627760169303, -51.176472540773894 -30.036225978876203, -51.1767014846106 -30.036069548297004, -51.1774223020099 -30.035529644346806, -51.1774244847373 -30.035528009448495, -51.1777196772408 -30.035198424985197, -51.175541140763194 -30.032706762202597, -51.1767525040296 -30.030930022681, -51.1776300888288 -30.0310181859648, -51.1779783083396 -30.0308715192948, -51.1781200754618 -30.030691740078, -51.1782358132405 -30.0304560439225, -51.1784676273331 -30.030174165581098, -51.1788186797706 -30.0310283111587, -51.17912811364061 -30.031230040156895, -51.180200812369 -30.031671897201594, -51.1804194618752 -30.0312824264288, -51.18104614879869 -30.029709497556798, -51.18104983991179 -30.0297018753861, -51.1803849491591 -30.0295196426067, -51.1773977357865 -30.028700909313695, -51.1763954314955 -30.0284261984744, -51.1745548637042 -30.0279310854734))"
Jardim Botânico,302,0.00401448,75227.67581355,"POLYGON ((-51.186481924441104 -30.051903082494704, -51.186161286095 -30.051853901195297, -51.18484897846889 -30.052389997735595, -51.184682498959695 -30.0526790145101, -51.1853915138761 -30.052384723365897, -51.186481924441104 -30.051903082494704))"
Jardim Lindóia,469,0.0430811,10886.44440369,"POLYGON ((-51.14790117729581 -29.9982046383813, -51.1477374656829 -30.000053981959603, -51.1486494468489 -30.0000827237122, -51.149190680424795 -30.000074544674, -51.149253391299894 -29.999040607900696, -51.1502642575727 -29.999020509347094, -51.150305582116594 -29.998224162185895, -51.150282753681594 -29.998223619535203, -51.1479125761365 -29.998204732146796, -51.147902213009594 -29.998204649565498, -51.14790117729581 -29.9982046383813))"
Petrópolis,351,0.03371592,10410.51230398,"POLYGON ((-51.1937656385172 -30.0425161341836, -51.1919646492472 -30.042828285207204, -51.192321984404 -30.0442821891484, -51.194115627311895 -30.0439662336374, -51.1937656385172 -30.0425161341836))"
Petrópolis,383,0.03054482,12538.95095797,"POLYGON ((-51.192321984404 -30.0442821891484, -51.1920358752556 -30.044332588122302, -51.190707548633895 -30.0445610316245, -51.1909493060508 -30.046054162957102, -51.1926348991032 -30.045665533269897, -51.192321984404 -30.0442821891484))"
Petrópolis,479,0.03722211,12868.69551457,"POLYGON ((-51.1909514961298 -30.046067689225094, -51.190159930155794 -30.0462241336497, -51.1901101119334 -30.046209766343694, -51.1896457785116 -30.044778249040498, -51.188785779310194 -30.0449672898696, -51.1890377408182 -30.0457718163388, -51.18920054406 -30.046288685865292, -51.189228849884 -30.0464321287815, -51.1892633890839 -30.046607160024603, -51.1892370841576 -30.046956445432798, -51.1891838775763 -30.047341867382098, -51.1910970686533 -30.046966767726094, -51.1909514961298 -30.046067689225094))"
Petrópolis,491,0.07738398,6344.98251447,"POLYGON ((-51.18104983991179 -30.0297018753861, -51.18104614879869 -30.029709497556798, -51.1804194618752 -30.0312824264288, -51.180200812369 -30.031671897201594, -51.17991830839551 -30.0321751091358, -51.1803899578063 -30.0328834976112, -51.1808380079589 -30.032738408743597, -51.1810743630886 -30.032103661401596, -51.1815963203873 -30.0322491405279, -51.182309996697796 -30.032308619772692, -51.1827772530109 -30.032034530206197, -51.1829914146165 -30.0317463513009, -51.1834109088248 -30.030899327319393, -51.183214484772 -30.0306649052653, -51.1827669040453 -30.030354180881098, -51.182030868449395 -30.0299707549822, -51.18104983991179 -30.0297018753861))"
Petrópolis,505,0.05511681,9162.35899719,"POLYGON ((-51.1793274141705 -30.0330284070693, -51.1787657114596 -30.033829705826403, -51.1807053857578 -30.036806837516203, -51.1807045925066 -30.0368072152137, -51.1812368972946 -30.0376282399732, -51.1821043233972 -30.0372083742892, -51.1793274141705 -30.0330284070693))"
Petrópolis,494,0.05954748,8295.90101882,"POLYGON ((-51.1807045925066 -30.0368072152137, -51.178825498566496 -30.0377019242288, -51.1779529381817 -30.038136281030596, -51.1784978760707 -30.038934212608297, -51.1790230148382 -30.039730413123802, -51.180823129612016 -30.038813725087802, -51.1803125133654 -30.038077122842193, -51.1812368972946 -30.0376282399732, -51.1807045925066 -30.0368072152137))"
Petrópolis,455,0.04786958,9504.99252344,"POLYGON ((-51.1824764749621 -30.039944021344297, -51.1815935006791 -30.040357660232303, -51.1799093765805 -30.041131564027, -51.1798235279881 -30.0412661461671, -51.179584602532096 -30.0416427933842, -51.1801910413056 -30.0420173848132, -51.180770577032 -30.041729489939595, -51.1824553968576 -30.0408925251612, -51.183652645282 -30.0412488580667, -51.1839826662026 -30.0403977600373, -51.1824764749621 -30.039944021344297))"
Petrópolis,425,0.16459806,2582.04744333,"POLYGON ((-51.1788320647652 -30.0448051044864, -51.178592040237895 -30.044581614781602, -51.1775718065392 -30.0430975614951, -51.1758159619812 -30.042072927467903, -51.17518452093729 -30.042216355166598, -51.17482147777079 -30.0416266350297, -51.1748092805679 -30.041179036125, -51.1747620678022 -30.0408740706873, -51.1744451174771 -30.040538779133005, -51.1739904617453 -30.040936457918598, -51.1733893504229 -30.041169145167704, -51.17336675042049 -30.041346089397003, -51.173450599445 -30.042437943266197, -51.173838445187 -30.0429779996974, -51.1742685354505 -30.043353753281497, -51.17495699406489 -30.043776090137005, -51.175796901956 -30.044198221455005, -51.1766017945478 -30.044758469018397, -51.1770962344203 -30.045144956366894, -51.1784220796718 -30.047556316972596, -51.17921746381509 -30.047422577887797, -51.1791692886618 -30.047202245163, -51.178878228481395 -30.046252562470798, -51.1788096116343 -30.045590257974496, -51.1788320647652 -30.0448051044864))"
Jardim Botânico,136,0.01323111,10278.80502845,"POLYGON ((-51.1818196958913 -30.055744777386693, -51.18072899584409 -30.056090189641797, -51.181029360009795 -30.0569346124569, -51.182131670149005 -30.056680408221702, -51.1818196958913 -30.055744777386693))"
Jardim do Carvalho,474,0.12325935,3845.55005361,"POLYGON ((-51.1486291113318 -30.065533039244702, -51.147711416445304 -30.0658742959022, -51.147504800139195 -30.0657725507532, -51.14741769486 -30.065803331394097, -51.14669274578169 -30.065987336879004, -51.146382254007904 -30.0658008754965, -51.1457536734263 -30.0651978348884, -51.1455769866109 -30.0649859550408, -51.1452904457871 -30.064856318762903, -51.1447146328672 -30.064856952123602, -51.143813144063195 -30.064926524633304, -51.1436803438657 -30.0649266694375, -51.1430238121712 -30.065070872452697, -51.14275723748909 -30.065115381302004, -51.1423370576046 -30.065122152760598, -51.1422478141809 -30.0651096148227, -51.1421222129254 -30.065065530370898, -51.1417398072742 -30.0646426942891, -51.1415553899638 -30.064823381889695, -51.14145183543069 -30.0649606650237, -51.141847637085796 -30.0653194137584, -51.1419584939923 -30.065210098321497, -51.1427502319948 -30.0652940734354, -51.143875063154596 -30.0654137785556, -51.1445829411087 -30.0656178595867, -51.144972395777195 -30.0658836537612, -51.14504222691669 -30.0661010666879, -51.144890259202796 -30.0664757493193, -51.144696542102395 -30.066680817560997, -51.1445580429266 -30.067043753185697, -51.144474355635005 -30.067285700702897, -51.144114050154094 -30.067805002042704, -51.1438228543327 -30.0680471758164, -51.143657214863396 -30.068350712253597, -51.1438906552315 -30.068296177138002, -51.1443128079711 -30.068209983213404, -51.14494131999869 -30.068048658111497, -51.1454463768542 -30.067896490749398, -51.146041654839 -30.067715343223202, -51.147018656939196 -30.0674769136554, -51.1476803325337 -30.067296587083902, -51.1481292984425 -30.067106569477094, -51.1487574265911 -30.0666979561206, -51.1490806813344 -30.066397076097502, -51.149362424076294 -30.066089925186603, -51.1489413561458 -30.0661986952735, -51.1486291113318 -30.065533039244702))"
Glória,335,0.06350037,5275.5598117,"POLYGON ((-51.203014652523095 -30.0692395881834, -51.2029673462126 -30.069477328112, -51.202883534895 -30.070605513661196, -51.2022919119067 -30.072020516118798, -51.2039234685674 -30.072123980916004, -51.204168090045 -30.071641340361705, -51.20431218242239 -30.0713584284799, -51.2044657072846 -30.071056996798003, -51.2047774131675 -30.0702623609208, -51.205128325173696 -30.0693466289821, -51.203014652523095 -30.0692395881834))"
Vila Nova,362,0.06425087,5634.16495372,"POLYGON ((-51.2151592047484 -30.1147543247751, -51.214589199085104 -30.115182019997004, -51.2142075462108 -30.115339666199006, -51.2134244074147 -30.115605353322294, -51.2133394516612 -30.115623892617403, -51.2142281720709 -30.118158850363095, -51.2153215373123 -30.1178150414675, -51.2159232421784 -30.1185730798418, -51.2156046687902 -30.116742481051297, -51.2151592047484 -30.1147543247751))"
Vila Nova,396,0.01443966,27424.46844316,"POLYGON ((-51.209914222558496 -30.1256451954987, -51.209782868460096 -30.126287853212897, -51.211612564220296 -30.1265611689986, -51.211762402248404 -30.125983276504297, -51.209914222558496 -30.1256451954987))"
Vila Nova,736,0.06975599,10551.06522035,"POLYGON ((-51.21729450635401 -30.121436920602203, -51.2171545697328 -30.122001145775197, -51.2169190339154 -30.123014965800397, -51.2180074604347 -30.123223440512298, -51.2177157751271 -30.1246515794905, -51.2184577483114 -30.124977046881696, -51.218458748006796 -30.1249752251785, -51.218694687094796 -30.125103881670803, -51.219276798449 -30.1254467411955, -51.219706783676294 -30.1250679025849, -51.2189941230374 -30.124839871866197, -51.219163552827695 -30.1244677855597, -51.21926468142159 -30.1241932761068, -51.21894171560001 -30.124143277531402, -51.219447858096494 -30.122998143584002, -51.2196638730281 -30.1224856611793, -51.2191307080387 -30.122244896258398, -51.2183387877569 -30.121887283459802, -51.21729450635401 -30.121436920602203))"
Vila Nova,632,0.06792347,9304.58941512,"POLYGON ((-51.2022643642351 -30.126713944100803, -51.2021406142168 -30.127863878542794, -51.2021370242965 -30.1278972375109, -51.20207167764541 -30.1284342880586, -51.2019931555942 -30.128818684063596, -51.20273334296709 -30.1291146101411, -51.202828014051896 -30.129211024985, -51.2032578948182 -30.1297545310447, -51.2039550772957 -30.1300286952909, -51.2043552259555 -30.1301386829435, -51.2050842495859 -30.128847454665003, -51.2049273353149 -30.1287746017851, -51.204607328808194 -30.1286532708688, -51.2045728289834 -30.1285369101329, -51.204731350096296 -30.127880591712596, -51.2044968032665 -30.1279179564323, -51.203943389827394 -30.1278818155771, -51.203725527427196 -30.127955250543895, -51.20354928000769 -30.128071937755603, -51.203146071301795 -30.127875829665598, -51.2030451315678 -30.127759571083498, -51.2030775147533 -30.126848267911498, -51.2022643642351 -30.126713944100803))"
Vila Nova,523,0.05978961,8747.33921161,"POLYGON ((-51.207683806633696 -30.122865501341398, -51.2067854624124 -30.1247026043471, -51.2073359562237 -30.1248398109002, -51.206839399107004 -30.1262016346569, -51.20789878383191 -30.1264019441467, -51.20920087475479 -30.123082519903903, -51.207683806633696 -30.122865501341398))"
Tristeza,485,0.08267431,5866.39307906,"POLYGON ((-51.244416212995404 -30.109923766781, -51.244415862194295 -30.1099245515166, -51.2440540212296 -30.1107339830534, -51.2439331774252 -30.1110112257324, -51.2463383501597 -30.111882139173698, -51.2493794300636 -30.1129598918676, -51.2498861624659 -30.1119335422452, -51.2479154969344 -30.111227616179605, -51.2456870448738 -30.110429529133604, -51.24538977033689 -30.1103112205896, -51.244416212995404 -30.109923766781))"
Ponta Grossa,691,0.10547021,6551.61300997,"POLYGON ((-51.191633407673294 -30.1769476136971, -51.19044608553109 -30.1763393036436, -51.18691646859901 -30.181235733612898, -51.1870423751083 -30.1812804868693, -51.1875267422351 -30.181451258506698, -51.1880474968845 -30.181706125711596, -51.1881536750618 -30.181758091326007, -51.18835454060601 -30.1818667215655, -51.191633407673294 -30.1769476136971))"
Ponta Grossa,498,0.13421374,3710.49938702,"POLYGON ((-51.1791616411442 -30.172559721016007, -51.1790297147449 -30.172689669829197, -51.178619196343405 -30.173120688117002, -51.17818471417829 -30.1735120305862, -51.1778394931288 -30.173870763358202, -51.1776954942132 -30.173995602399, -51.1819981955412 -30.177150952855495, -51.183362935620394 -30.1755218449116, -51.1791616411442 -30.172559721016007))"
Ponta Grossa,382,0.25334132,1507.84719998,"POLYGON ((-51.1776954942132 -30.173995602399, -51.1774485336534 -30.174209703451798, -51.176915627445204 -30.174744661096195, -51.1767611528591 -30.174903696815395, -51.176658915404595 -30.1750095611958, -51.1764927000135 -30.175216298756304, -51.176453703891596 -30.1755718603066, -51.17643806964201 -30.175714411354594, -51.176414004150004 -30.175933837369598, -51.1763465441466 -30.176545776328002, -51.1760746282545 -30.178998948636604, -51.17607463147 -30.179000753494304, -51.1760794373936 -30.179001247973105, -51.178516019547594 -30.179251946561497, -51.1799958009979 -30.1795412372085, -51.1819981955412 -30.177150952855495, -51.1776954942132 -30.173995602399))"
,717,0.01238176,57907.76109374,"POLYGON ((-51.2025411119609 -30.124071008251693, -51.200833190797894 -30.1228230224534, -51.2005444052033 -30.1237538764584, -51.202538779147 -30.124094735576595, -51.2025411119609 -30.124071008251693))"
,801,0.30711261,2608.16382629,"POLYGON ((-51.1788462628332 -30.1556746320314, -51.178884726311296 -30.1589151328762, -51.1788952663061 -30.1598031145091, -51.1780977144851 -30.159809611584002, -51.178122982290496 -30.161464883910497, -51.1781326759877 -30.1620999097291, -51.1781671838548 -30.164360490596103, -51.181687625463006 -30.163115443870097, -51.1815456874692 -30.1559441270884, -51.181134315286 -30.1558636336512, -51.1791568003612 -30.155697587096004, -51.1788462628332 -30.1556746320314))"
Farrapos,838,0.14662688,5715.18673793,"POLYGON ((-51.20039270065901 -29.978506889383, -51.1997851387266 -29.978635750757697, -51.2002527743089 -29.9796722279157, -51.1993482134277 -29.979873943177097, -51.1991608876116 -29.980024936452903, -51.1987803130812 -29.979956923558593, -51.198199319908895 -29.9802330470625, -51.1979981031948 -29.980176494328305, -51.1971341118411 -29.980401570419698, -51.1971736348983 -29.980520662739004, -51.1967799277055 -29.980626837986, -51.1971849195274 -29.981912177895698, -51.19725144439089 -29.9821233107075, -51.1975539892785 -29.9830556416218, -51.197965263540794 -29.982952502262297, -51.1979684412417 -29.9829518056028, -51.1980771728116 -29.982927967967203, -51.2016085837555 -29.982287290379404, -51.2014701435752 -29.981912981173597, -51.2007669425807 -29.979675958875006, -51.20039270065901 -29.978506889383))"
Rio Branco,327,0.0215553,15170.28294665,"POLYGON ((-51.2024362392254 -30.0333578335736, -51.201289528535796 -30.0335823382966, -51.198511017752296 -30.034109041109097, -51.198556797612 -30.034530371012302, -51.202578428428396 -30.033781550437094, -51.2024362392254 -30.0333578335736))"
Rio Branco,376,0.02924858,12855.32494227,"POLYGON ((-51.19795124417669 -30.0296110386405, -51.1981301204928 -30.032454550115002, -51.198903576653095 -30.032320725055698, -51.1989956062016 -30.031663602247203, -51.199035480727595 -30.031376562790694, -51.1989556463039 -30.030871311010298, -51.1989012942617 -30.0306611220466, -51.1986378994652 -30.029642652403403, -51.19795124417669 -30.0296110386405))"
Rio Branco,404,0.04956919,8150.22395968,"POLYGON ((-51.2016398117545 -30.036114118066195, -51.2012387532565 -30.0346301603614, -51.1988178246812 -30.035080547115097, -51.198670544042 -30.0350807691613, -51.1990302801915 -30.036578063355, -51.2016398117545 -30.036114118066195))"
Bela Vista,256,0.01836674,13938.23835912,"POLYGON ((-51.1845729442628 -30.030797804889602, -51.184353593476594 -30.030839295292804, -51.1835715297986 -30.0311199805536, -51.1840364364686 -30.032073388759397, -51.18427722535169 -30.032581817765205, -51.185089883988496 -30.031908570386303, -51.1845729442628 -30.030797804889602))"
Bela Vista,702,0.08771684,8003.02427675,"POLYGON ((-51.1868728173638 -30.033044946717197, -51.186745768988004 -30.0333221802579, -51.186283607482196 -30.0344970423761, -51.1874834849379 -30.034991144922397, -51.18786576680169 -30.0343412603952, -51.1886867400526 -30.0346369940095, -51.18897476206119 -30.035016513003104, -51.189730200045496 -30.0346634722476, -51.1898581803624 -30.0348762662495, -51.19059384795 -30.0350331334118, -51.191509613257004 -30.034994805674803, -51.192119563468395 -30.0347468392141, -51.1921189996949 -30.0347457451107, -51.192322156922295 -30.034677765091, -51.1927670195076 -30.0346310903171, -51.1931174770047 -30.034573722979395, -51.1932923397936 -30.034356878622603, -51.193386235230896 -30.034105859728804, -51.193372318396094 -30.033882974921397, -51.193371821725705 -30.033627582203003, -51.1920766369415 -30.033755818869498, -51.191706647648694 -30.033902554427, -51.191186228379294 -30.0340296532997, -51.190677059067404 -30.0340756588523, -51.190658395231004 -30.0340773452071, -51.19018534038771 -30.0340247839863, -51.1898303966547 -30.0339052697, -51.1896165112391 -30.0337864540764, -51.1896567484689 -30.034218669931303, -51.1886394927029 -30.0337878558104, -51.1868728173638 -30.033044946717197))"
Bela Vista,774,0.05303103,14595.2284917,"POLYGON ((-51.1886017013955 -30.035451619945395, -51.188222859079495 -30.036143846634904, -51.1898360487137 -30.0368652982235, -51.1911628025851 -30.036950015969797, -51.19331808526471 -30.0370777102847, -51.19335354247159 -30.036494693159803, -51.1932734340043 -30.036369370101298, -51.193079253017295 -30.036254141085404, -51.191718167942014 -30.036111735773094, -51.1898083524289 -30.0359403267921, -51.1889499318014 -30.035595019198002, -51.1886017013955 -30.035451619945395))"
Mont'Serrat,230,0.02432596,9454.91976473,"POLYGON ((-51.195275851677195 -30.0249357341518, -51.195069223823495 -30.0263035367468, -51.19647587560671 -30.0264287023511, -51.196619891214695 -30.0255747209887, -51.1967053006639 -30.0250674471832, -51.195275851677195 -30.0249357341518))"
Mont'Serrat,635,0.05022943,12641.99096028,"POLYGON ((-51.1899963640297 -30.0284931233889, -51.1897154956783 -30.030762199602503, -51.1902977284674 -30.030968021665696, -51.190717748415906 -30.030956822767795, -51.1915567556703 -30.0309344525052, -51.1915109319153 -30.0297560782127, -51.1916623420634 -30.02867381943, -51.1916655824869 -30.0286494145698, -51.190880158590296 -30.0285738797395, -51.1903345365832 -30.028524131338397, -51.1899963640297 -30.0284931233889))"
Rubem Berta,737,0.05721513,12881.20816994,"POLYGON ((-51.116240538524906 -30.0098089195313, -51.1158856354722 -30.0098364391991, -51.116004669313604 -30.0114295297654, -51.115760340107194 -30.011764554965502, -51.1135433894446 -30.0118070901337, -51.1134979955435 -30.0120101815218, -51.11278563331749 -30.012031548268006, -51.112459315144 -30.0123160998473, -51.112424207725596 -30.0124478881561, -51.113229911385694 -30.012437272825494, -51.113206257734596 -30.0126096619879, -51.1138719495262 -30.012578406206597, -51.113872379666404 -30.0129538270528, -51.116584154738696 -30.012938825835295, -51.116550439235695 -30.012600435677, -51.1164561360908 -30.0118289261942, -51.116240538524906 -30.0098089195313))"
Rubem Berta,1413,0.09653502,14637.175193,"POLYGON ((-51.116584154738696 -30.012938825835295, -51.113872379666404 -30.0129538270528, -51.1138719495262 -30.012578406206597, -51.113206257734596 -30.0126096619879, -51.113229911385694 -30.012437272825494, -51.112424207725596 -30.0124478881561, -51.112118436135894 -30.012440847585008, -51.1122287962574 -30.0138739329722, -51.112249406100496 -30.014120308945397, -51.1125650334973 -30.0141019678496, -51.1166164827019 -30.014977442962003, -51.116783391266196 -30.0149384899062, -51.116584154738696 -30.012938825835295))"
Auxiliadora,443,0.04404828,10057.14638574,"POLYGON ((-51.189856746840896 -30.017843734850103, -51.189794812878 -30.018521231062007, -51.1895642322111 -30.021052039077798, -51.18935111225849 -30.022970313753696, -51.18970247775341 -30.0228504271557, -51.19010761766301 -30.0226482585091, -51.190381305425696 -30.0199065524595, -51.190590018745404 -30.0178857258186, -51.1905734316738 -30.017884781487897, -51.189856746840896 -30.017843734850103))"
Passo da Areia,1001,0.05573397,17960.32114705,"POLYGON ((-51.1620935331877 -30.011258239221302, -51.161794099572504 -30.013447036162603, -51.163869517092 -30.0136619756107, -51.1641679604819 -30.011595107174898, -51.1624327624727 -30.011313326943792, -51.1620935331877 -30.011258239221302))"
Boa Vista,584,0.02880508,20274.20163388,"POLYGON ((-51.176509313659004 -30.021950023647506, -51.176298816824094 -30.0218997953261, -51.1749331361332 -30.0213781915533, -51.1744925026629 -30.0226876595861, -51.1747821464042 -30.0227970468996, -51.17588530359481 -30.023226049907603, -51.17665587356 -30.0220743932615, -51.176509313659004 -30.021950023647506))"
